Start,Finish,Active Calories (kcal),Distance (mi),Flights Climbed (count),Heart Rate (count/min),Steps (count)
7/4/18 0:00,7/5/18 0:00,324.23,3.624256944,10,129,8131
7/5/18 0:00,7/6/18 0:00,456.633,6.61491269,10,149,14597
7/6/18 0:00,7/7/18 0:00,189.737,2.036723425,2,99,4767.328462
7/7/18 0:00,7/8/18 0:00,54.252,0.364352714,0,106,869
7/8/18 0:00,7/9/18 0:00,0,0.01413037,0,0,40
7/9/18 0:00,7/10/18 0:00,263.457,2.505603723,0,157,5949.934575
7/10/18 0:00,7/11/18 0:00,192.222,1.236253005,0,121,2949
7/11/18 0:00,7/12/18 0:00,31.076,0.938386629,1,97,2445
7/12/18 0:00,7/13/18 0:00,0.159,0.447399133,1,0,1291
7/13/18 0:00,7/14/18 0:00,3.815,0.221982643,2,0,621
7/14/18 0:00,7/15/18 0:00,17.145,0.253417533,1,192,616
7/15/18 0:00,7/16/18 0:00,45.121,0.748063832,1,133,1758
7/16/18 0:00,7/17/18 0:00,49.581,0.573726315,0,130,1324
7/17/18 0:00,7/18/18 0:00,231.335,2.472767627,3,130,5718
7/18/18 0:00,7/19/18 0:00,176.485,1.608610968,1,126,3758
7/19/18 0:00,7/20/18 0:00,265.2056775,2.25990478,2,168,5185.747568
7/20/18 0:00,7/21/18 0:00,564.2003225,6.425664325,26,166,14592.05181
7/21/18 0:00,7/22/18 0:00,415.2295645,4.664511751,17,137,10712.48632
7/22/18 0:00,7/23/18 0:00,415.4734355,4.311183963,9,162,9640.215628
7/23/18 0:00,7/24/18 0:00,209.26,1.194971048,2,99,2692
7/24/18 0:00,7/25/18 0:00,0.18,0.160074863,3,98,439
7/25/18 0:00,7/26/18 0:00,179.826,0.536900719,2,84,1200
7/26/18 0:00,7/27/18 0:00,0.148,0.202234594,1,0,548
7/27/18 0:00,7/28/18 0:00,54.873,1.258633132,2,92,3371.479041
7/28/18 0:00,7/29/18 0:00,0,0.092539453,0,0,242
7/29/18 0:00,7/30/18 0:00,56.411,0.495793407,2,149,1197
7/30/18 0:00,7/31/18 0:00,164.292,0.66859277,2,88,1458
7/31/18 0:00,8/1/18 0:00,199.023,0.970497595,1,101,2198
8/1/18 0:00,8/2/18 0:00,161.16,0.679237284,2,90,1492
8/2/18 0:00,8/3/18 0:00,172.136,0.854969466,2,98,1935
8/3/18 0:00,8/4/18 0:00,183.771,0.812678183,2,94,1831
8/4/18 0:00,8/5/18 0:00,64.71,0.631091908,2,113,1476
8/5/18 0:00,8/6/18 0:00,0,0.017613128,0,0,46
8/6/18 0:00,8/7/18 0:00,201.956,0.949675631,3,142,2119
8/7/18 0:00,8/8/18 0:00,167.838,0.764488142,4,99,1825.133158
8/8/18 0:00,8/9/18 0:00,0,0.437680686,2,0,1199
8/9/18 0:00,8/10/18 0:00,147.168,0.566969367,2,92,1262
8/10/18 0:00,8/11/18 0:00,253.666,1.523774297,2,162,3542
8/11/18 0:00,8/12/18 0:00,0,0.035619537,0,0,92
8/12/18 0:00,8/13/18 0:00,0,0.033832994,0,0,93
8/13/18 0:00,8/14/18 0:00,159.265,0.579068025,2,91,1305
8/14/18 0:00,8/15/18 0:00,182.139,0.97049048,4,102,2177
8/15/18 0:00,8/16/18 0:00,176.444,0.956645402,4,167,2137
8/16/18 0:00,8/17/18 0:00,155.506,0.718969562,2,87,1603.601004
8/17/18 0:00,8/18/18 0:00,135.209,1.319412823,2,91,3314
8/18/18 0:00,8/19/18 0:00,0.034,0.253633191,6,0,721
8/19/18 0:00,8/20/18 0:00,33.476,0.357005295,2,143,882.7024927
8/20/18 0:00,8/21/18 0:00,184.994,0.808656888,2,94,1806.356835
8/21/18 0:00,8/22/18 0:00,168.966,0.706143278,2,127,1573.713108
8/22/18 0:00,8/23/18 0:00,186.953,1.135362081,2,139,2527
8/23/18 0:00,8/24/18 0:00,157.393,0.794098877,2,149,1747
8/24/18 0:00,8/25/18 0:00,229.874,1.594577541,3,96,3557.448354
8/25/18 0:00,8/26/18 0:00,0,0.041935832,0,0,113
8/26/18 0:00,8/27/18 0:00,31.546,0.301343079,2,147,716
8/27/18 0:00,8/28/18 0:00,229.56,1.302903124,2,111,2600
8/28/18 0:00,8/29/18 0:00,186.321,1.020861833,2,168,2138
8/29/18 0:00,8/30/18 0:00,170.121,0.93406911,2,140,2044
8/30/18 0:00,8/31/18 0:00,173.826,0.80130508,2,127,1795
8/31/18 0:00,9/1/18 0:00,151.604,0.603162494,1,87,1327
9/1/18 0:00,9/2/18 0:00,658.7293525,7.359481771,10,121,16960.77235
9/2/18 0:00,9/3/18 0:00,231.7346475,2.158146433,1,125,5032.282101
9/3/18 0:00,9/4/18 0:00,301.359,3.356492843,4,123,7574
9/4/18 0:00,9/5/18 0:00,159.002,0.760985759,4,93,1697
9/5/18 0:00,9/6/18 0:00,181.315,1.171992628,4,144,2648
9/6/18 0:00,9/7/18 0:00,148.663,0.724231146,2,100,1615
9/7/18 0:00,9/8/18 0:00,241.2207575,1.76990427,6,134,3883
9/8/18 0:00,9/9/18 0:00,306.1074403,2.962591407,0,132,7011.153686
9/9/18 0:00,9/10/18 0:00,373.0555341,2.804735968,4,165,6533.617698
9/10/18 0:00,9/11/18 0:00,405.7372681,3.850504256,2,131,8819
9/11/18 0:00,9/12/18 0:00,190.541,0.982102887,2,87,2204
9/12/18 0:00,9/13/18 0:00,198.394,1.062553911,2,102,2214
9/13/18 0:00,9/14/18 0:00,174.553,1.116158062,2,119,2444
9/14/18 0:00,9/15/18 0:00,200.361,0.993423819,2,121,2288.72532
9/15/18 0:00,9/16/18 0:00,0,0.059401887,0,0,164.2746799
9/16/18 0:00,9/17/18 0:00,15.78,0.722509305,2,97,1965.689158
9/17/18 0:00,9/18/18 0:00,205.066,1.11906051,2,105,2453
9/18/18 0:00,9/19/18 0:00,437.617,3.673149639,5,130,7006.983188
9/19/18 0:00,9/20/18 0:00,209.185,1.289835292,6,131,2893
9/20/18 0:00,9/21/18 0:00,180.473,1.06150376,4,95,2391
9/21/18 0:00,9/22/18 0:00,239.34,1.275840735,2,104,2911.289031
9/22/18 0:00,9/23/18 0:00,317.45,3.817272881,3,176,7333.923484
9/23/18 0:00,9/24/18 0:00,203.451,0.911529662,3,147,2247.261593
9/24/18 0:00,9/25/18 0:00,432.139,4.048649511,5,194,7636
9/25/18 0:00,9/26/18 0:00,164.377,0.715523922,2,84,1596
9/26/18 0:00,9/27/18 0:00,162.019,0.966738746,2,121,2179
9/27/18 0:00,9/28/18 0:00,176.237,0.860521716,2,97,1913
9/28/18 0:00,9/29/18 0:00,202.76,1.279015293,2,88,2934
9/29/18 0:00,9/30/18 0:00,70.092,0.63211121,2,126,1494
9/30/18 0:00,10/1/18 0:00,0.105,0.047514071,0,0,122
10/1/18 0:00,10/2/18 0:00,491.835,4.823905527,5,151,9111.261011
10/2/18 0:00,10/3/18 0:00,537.994,4.049020168,6,188,7459
10/3/18 0:00,10/4/18 0:00,155.605,0.814266466,2,101,1814.663875
10/4/18 0:00,10/5/18 0:00,171.604,0.914349782,2,84,2119
10/5/18 0:00,10/6/18 0:00,256.721,0.88086953,2,93,1982
10/6/18 0:00,10/7/18 0:00,232.454,2.440229045,3,103,5502
10/7/18 0:00,10/8/18 0:00,231.671,2.235056776,4,97,5274
10/8/18 0:00,10/9/18 0:00,505.926,3.709632156,5,187,6754.236956
10/9/18 0:00,10/10/18 0:00,155.633,0.711051935,2,108,1581
10/10/18 0:00,10/11/18 0:00,163.743,0.87639057,2,99,1962
10/11/18 0:00,10/12/18 0:00,160.432,0.878022279,2,86.59555817,1983
10/12/18 0:00,10/13/18 0:00,72.621,1.082162314,2,91,2806
10/13/18 0:00,10/14/18 0:00,0.016,0.189784481,0,0,517
10/14/18 0:00,10/15/18 0:00,0.135,0.038398344,0,0,115
10/15/18 0:00,10/16/18 0:00,733.075,3.597329816,3,190,6865.734549
10/16/18 0:00,10/17/18 0:00,252.916,3.223112327,3,176,6125
10/17/18 0:00,10/18/18 0:00,0,0.056218167,0,0,157
10/18/18 0:00,10/19/18 0:00,234.963,3.108859068,5,201,7085
10/19/18 0:00,10/20/18 0:00,75.343,0.670041181,2,112,1520
10/20/18 0:00,10/21/18 0:00,505.657,3.5316335,1,189,7878
10/21/18 0:00,10/22/18 0:00,530.135,1.609579635,3,173,3695
10/22/18 0:00,10/23/18 0:00,0,0.089139252,0,0,256
10/23/18 0:00,10/24/18 0:00,640.209,5.133768764,5,180,10000.48616
10/24/18 0:00,10/25/18 0:00,736.977,4.30926343,6,185,9226.604637
10/25/18 0:00,10/26/18 0:00,0.035,0.081003032,0,0,244
10/26/18 0:00,10/27/18 0:00,592.022,4.720373216,2,183,9829
10/27/18 0:00,10/28/18 0:00,0.099,0.124393994,0,0,348
10/28/18 0:00,10/29/18 0:00,68.803,0.730720075,2,97,1692.12268
10/29/18 0:00,10/30/18 0:00,0.09,0.076420634,0,0,219
10/30/18 0:00,10/31/18 0:00,51.703,0.941781914,2,118,2113
10/31/18 0:00,11/1/18 0:00,0,0.076108725,0,0,214
11/1/18 0:00,11/2/18 0:00,0,0.308018146,2,0,914
11/2/18 0:00,11/3/18 0:00,38.172,0.341813713,2,84,808
11/3/18 0:00,11/4/18 0:00,327.733,3.766978088,5,104,8692.858929
11/4/18 0:00,11/5/18 0:00,173.113,1.971546162,1,89,4652
11/5/18 0:00,11/6/18 0:00,0,0.074227282,0,0,202
11/6/18 0:00,11/7/18 0:00,0,0.085160343,0,0,225
11/7/18 0:00,11/8/18 0:00,115.234,1.495708094,2,114,3354
11/8/18 0:00,11/9/18 0:00,0.159,0.067160518,0,0,191
11/9/18 0:00,11/10/18 0:00,0,0.073813177,0,0,191
11/10/18 0:00,11/11/18 0:00,0,0.079097857,0,0,226
11/11/18 0:00,11/12/18 0:00,103.097,0.803450247,2,104,1835
11/12/18 0:00,11/13/18 0:00,0.025,0.032308129,0,0,102
11/13/18 0:00,11/14/18 0:00,0.113,0.030651696,0,0,82
11/14/18 0:00,11/15/18 0:00,108.325,1.088283062,2,182,2410
11/15/18 0:00,11/16/18 0:00,0,0.052997635,0,0,158
11/16/18 0:00,11/17/18 0:00,97.664,0.851749516,4,150,1769
11/17/18 0:00,11/18/18 0:00,92.876,1.106914646,0,194,2154
11/18/18 0:00,11/19/18 0:00,323.507,3.406819426,0,194,6282
11/19/18 0:00,11/20/18 0:00,422,4.057900364,1,158,7606
11/20/18 0:00,11/21/18 0:00,231.7517347,1.767990633,0,122,3599
11/21/18 0:00,11/22/18 0:00,383.8549812,2.624253523,3,114,5507.377294
11/22/18 0:00,11/23/18 0:00,32.65528403,0.801578058,3,95,1981.217902
11/23/18 0:00,11/24/18 0:00,0,2.272853367,4,0,7302.474823
11/24/18 0:00,11/25/18 0:00,0,0.904741371,6,0,2786
11/25/18 0:00,11/26/18 0:00,0,0.252605043,0,0,670
11/26/18 0:00,11/27/18 0:00,0.174,0.21823375,2,0,657
11/27/18 0:00,11/28/18 0:00,0,0.100260833,0,0,264
11/28/18 0:00,11/29/18 0:00,0,0.071802406,0,0,183
11/29/18 0:00,11/30/18 0:00,0,0.038814397,0,0,112
11/30/18 0:00,12/1/18 0:00,109.694,0.817654397,2,92,1811
12/1/18 0:00,12/2/18 0:00,0.084,0.073918353,0,0,187
12/2/18 0:00,12/3/18 0:00,0,0.595885409,3,0,1675
12/3/18 0:00,12/4/18 0:00,0,0.092723395,0,0,252
12/4/18 0:00,12/5/18 0:00,55.661,1.056172426,2,112,2347
12/5/18 0:00,12/6/18 0:00,57.245,1.434127393,3,137,3373
12/6/18 0:00,12/7/18 0:00,308.09,2.316294108,0,119,4520
12/7/18 0:00,12/8/18 0:00,241.627,2.503076657,0,119,5317
12/8/18 0:00,12/9/18 0:00,0,0.082175444,0,0,223
12/9/18 0:00,12/10/18 0:00,0.06,0.741289927,2,0,2242
12/10/18 0:00,12/11/18 0:00,155.645,0.995573129,0,114,2003
12/11/18 0:00,12/12/18 0:00,89.142,0.670616672,0,108,1338
12/12/18 0:00,12/13/18 0:00,50.433,0.325528271,0,102,604
12/13/18 0:00,12/14/18 0:00,57.241,0.424507097,0,107,818
12/14/18 0:00,12/15/18 0:00,0,0.027138928,0,0,76
12/15/18 0:00,12/16/18 0:00,61.949,0.556343659,2,109,1271
12/16/18 0:00,12/17/18 0:00,0.134,0.010124639,0,100,26
12/17/18 0:00,12/18/18 0:00,0,0.058106031,0,0,161
12/18/18 0:00,12/19/18 0:00,115.111,1.537783358,4,126,3428
12/19/18 0:00,12/20/18 0:00,30.807,0.3044914,2,105,702
12/20/18 0:00,12/21/18 0:00,0,0.034910069,0,0,94
12/21/18 0:00,12/22/18 0:00,0.001,0.093461045,0,0,261
12/22/18 0:00,12/23/18 0:00,291.645,3.667591893,2,125,8021
12/23/18 0:00,12/24/18 0:00,254.1292046,1.872144643,6,145,4288
12/24/18 0:00,12/25/18 0:00,323.6268394,4.017648259,3,141,9202.903446
12/25/18 0:00,12/26/18 0:00,503.0813181,7.77228812,4,104,18134.76854
12/26/18 0:00,12/27/18 0:00,447.1448362,4.879512542,4,123,11177.6525
12/27/18 0:00,12/28/18 0:00,294.2841495,3.669693959,7,125,8191.900236
12/28/18 0:00,12/29/18 0:00,373.7242313,4.421340181,2,131,9882.67202
12/29/18 0:00,12/30/18 0:00,333.2724208,5.592860194,3,111,13529.66549
12/30/18 0:00,12/31/18 0:00,141.2915683,2.820873222,0,109,7034.950892
12/31/18 0:00,1/1/19 0:00,180.1918878,1.485395053,0,98,3601.456302
1/1/19 0:00,1/2/19 0:00,238.3705439,3.345698785,2,104,7920.613419
1/2/19 0:00,1/3/19 0:00,0.111,0.201663745,0,0,545.3245818
1/3/19 0:00,1/4/19 0:00,320.8057217,4.897299944,5,136,10964.64714
1/4/19 0:00,1/5/19 0:00,157.3572783,2.203941748,1,142,5136.237249
1/5/19 0:00,1/6/19 0:00,316.2931649,4.38253216,1,152,10451.30874
1/6/19 0:00,1/7/19 0:00,244.0128351,3.446987427,11,135,8129.691259
1/7/19 0:00,1/8/19 0:00,181.2753553,3.849929167,5,139,9327.156862
1/8/19 0:00,1/9/19 0:00,326.0686447,3.037205616,38,163,6975.461466
1/9/19 0:00,1/10/19 0:00,359.2683922,3.577547412,8,137,7957.517489
1/10/19 0:00,1/11/19 0:00,523.3938973,5.452509785,8,141,12686.2589
1/11/19 0:00,1/12/19 0:00,436.3515451,4.481326703,6,108,9964.228161
1/12/19 0:00,1/13/19 0:00,265.9621655,3.027461488,4,103,7006.283917
1/13/19 0:00,1/14/19 0:00,0.126,0.403200673,1,79,1155
1/14/19 0:00,1/15/19 0:00,219.0272274,2.241633879,6,108,5191.486952
1/15/19 0:00,1/16/19 0:00,138.5097726,2.01834981,0,128,4766.513048
1/16/19 0:00,1/17/19 0:00,0.489,3.483665345,3,0,9870.186462
1/17/19 0:00,1/18/19 0:00,59.48467576,2.276435468,2,100,5865.760057
1/18/19 0:00,1/19/19 0:00,224.7213433,2.432393995,0,114,5723.447323
1/19/19 0:00,1/20/19 0:00,580.1126178,8.385497682,7,137,19157.64171
1/20/19 0:00,1/21/19 0:00,295.2923632,3.635759779,2,104,8359.020713
1/21/19 0:00,1/22/19 0:00,212.6176555,3.303961258,0,118,7788.636262
1/22/19 0:00,1/23/19 0:00,242.9657122,3.877532822,3,100,9130.307476
1/23/19 0:00,1/24/19 0:00,312.4474922,4.341721754,6,100,9974.551878
1/24/19 0:00,1/25/19 0:00,268.3591401,5.348182545,3,122,12855.87839
1/25/19 0:00,1/26/19 0:00,229.722092,2.12409546,2,121,5023.111247
1/26/19 0:00,1/27/19 0:00,355.432908,4.410720245,4,152,10286.33969
1/27/19 0:00,1/28/19 0:00,0.071,0.250819626,2,0,669
1/28/19 0:00,1/29/19 0:00,0,0.669505444,2,0,2033
1/29/19 0:00,1/30/19 0:00,0,0.020212006,0,0,57
1/30/19 0:00,1/31/19 0:00,0,0.016052143,0,0,40
1/31/19 0:00,2/1/19 0:00,0,0.010437171,0,0,28
2/1/19 0:00,2/2/19 0:00,54.624,0.456725699,0,145,804
2/2/19 0:00,2/3/19 0:00,7.149,0.483296377,3,0,1272
2/3/19 0:00,2/4/19 0:00,121.129,0.90930018,2,138,1924.356043
2/4/19 0:00,2/5/19 0:00,159.65,0.879036944,2,108,1813.643957
2/5/19 0:00,2/6/19 0:00,0.09,0.011300796,0,68,34
2/6/19 0:00,2/7/19 0:00,86.493,0.507520712,0,116,1043.268275
2/7/19 0:00,2/8/19 0:00,91.638,0.509984569,0,130,1005.731725
2/8/19 0:00,2/9/19 0:00,59.759,0.716554006,0,149,1518
2/9/19 0:00,2/10/19 0:00,0,0.065532993,0,0,182
2/10/19 0:00,2/11/19 0:00,0,0.043998135,0,0,115
2/11/19 0:00,2/12/19 0:00,135.926,1.457292856,0,150,2616
2/12/19 0:00,2/13/19 0:00,0,0.070885407,0,0,189
2/13/19 0:00,2/14/19 0:00,204.435,1.702099188,2,114,3687
2/14/19 0:00,2/15/19 0:00,539.501,6.758878293,12,163,15430.25615
2/15/19 0:00,2/16/19 0:00,678.2628645,8.74969783,18,156,19519.51415
2/16/19 0:00,2/17/19 0:00,309.4631355,3.681879006,8,123,8648.485851
2/17/19 0:00,2/18/19 0:00,115.607,1.070855979,2,149,2350
2/18/19 0:00,2/19/19 0:00,0,0.007133013,0,0,22
2/19/19 0:00,2/20/19 0:00,0,0.104540514,0,0,300
2/20/19 0:00,2/21/19 0:00,0,0.034172295,0,0,95
2/21/19 0:00,2/22/19 0:00,0,0,0,0,0
2/22/19 0:00,2/23/19 0:00,0,0.099456539,2,0,296
2/23/19 0:00,2/24/19 0:00,0.06,0.009153971,0,0,23
2/24/19 0:00,2/25/19 0:00,30.526,0.273565403,2,85,627
2/25/19 0:00,2/26/19 0:00,124.919,1.262648796,4,113,2936.416067
2/26/19 0:00,2/27/19 0:00,3.545,0.087553598,0,66,204
2/27/19 0:00,2/28/19 0:00,0,0,0,0,0
2/28/19 0:00,3/1/19 0:00,0,0.003803257,0,0,10
3/1/19 0:00,3/2/19 0:00,136.929,0.968599824,5,110,2170
3/2/19 0:00,3/3/19 0:00,115.389,0.796562568,0,114,1819
3/3/19 0:00,3/4/19 0:00,130.529,0.984004242,2,120,2212.988573
3/4/19 0:00,3/5/19 0:00,322.2158279,2.839864412,0,173,5230.923443
3/5/19 0:00,3/6/19 0:00,319.6451721,2.987739952,0,194,5170.076557
3/6/19 0:00,3/7/19 0:00,285.259,2.580446424,2,172,4788
3/7/19 0:00,3/8/19 0:00,184.135,1.853835509,0,172,3509
3/8/19 0:00,3/9/19 0:00,90.461,0.697159093,0,108,1409
3/9/19 0:00,3/10/19 0:00,209.5382037,1.064553752,2,117,2301.490854
3/10/19 0:00,3/11/19 0:00,113.9396592,0.449911665,0,82,1014.949139
3/11/19 0:00,3/12/19 0:00,383.1456213,2.829713933,0,176,5056.846664
3/12/19 0:00,3/13/19 0:00,9.390515852,0.145585472,0,84,336
3/13/19 0:00,3/14/19 0:00,177.817442,0.81992688,2,209,1646
3/14/19 0:00,3/15/19 0:00,175.042558,1.855659569,0,186,3222.903551
3/15/19 0:00,3/16/19 0:00,57.477,0.51461123,0,105,981
3/16/19 0:00,3/17/19 0:00,287.956,3.348660922,2,140,7551.695529
3/17/19 0:00,3/18/19 0:00,10.001,0.128200837,5,0,374
3/18/19 0:00,3/19/19 0:00,0,0.130514059,2,0,354
3/19/19 0:00,3/20/19 0:00,309.4987772,2.57628221,14,135,5642
3/20/19 0:00,3/21/19 0:00,169.9902228,1.099512098,4,95,2417.801272
3/21/19 0:00,3/22/19 0:00,414.8873613,4.019705647,9,120,8881.980234
3/22/19 0:00,3/23/19 0:00,1.830638726,0.112415204,0,121,286.0197659
3/23/19 0:00,3/24/19 0:00,215.691,2.711564136,2,135,5969.14897
3/24/19 0:00,3/25/19 0:00,210.701,1.894918201,8,147,3770.382717
3/25/19 0:00,3/26/19 0:00,110.916,0.858182275,0,115,1723
3/26/19 0:00,3/27/19 0:00,0,0.050482197,0,0,150
3/27/19 0:00,3/28/19 0:00,76.882,0.493865189,0,124,960.9595624
3/28/19 0:00,3/29/19 0:00,180.629,0.542567784,0,96,1175
3/29/19 0:00,3/30/19 0:00,200.063,0.899034994,2,128,1876
3/30/19 0:00,3/31/19 0:00,0.115,0.021871453,0,0,62
3/31/19 0:00,4/1/19 0:00,193.626,1.050813173,0,108,2091
4/1/19 0:00,4/2/19 0:00,164.071,0.687141613,0,118,1371
4/2/19 0:00,4/3/19 0:00,130.797,0.487399496,0,94,1055
4/3/19 0:00,4/4/19 0:00,466.111,4.11232581,2,177,7905
4/4/19 0:00,4/5/19 0:00,54.42,0.180853365,0,95,395
4/5/19 0:00,4/6/19 0:00,240.009,1.029987744,2,110,2139
4/6/19 0:00,4/7/19 0:00,415.5411416,3.604731876,4,187,6597.879826
4/7/19 0:00,4/8/19 0:00,480.4278584,4.986499573,1,182,10676.18261
4/8/19 0:00,4/9/19 0:00,148.701,0.837280095,2,112,1699
4/9/19 0:00,4/10/19 0:00,308.569,2.294852765,1,179,4944
4/10/19 0:00,4/11/19 0:00,364.129,3.264616243,4,178,7018
4/11/19 0:00,4/12/19 0:00,257.769,1.526768839,2,143,3204
4/12/19 0:00,4/13/19 0:00,147.186,0.909384333,0,140,1880
4/13/19 0:00,4/14/19 0:00,0,0.019730417,0,0,55
4/14/19 0:00,4/15/19 0:00,209.177,1.093407386,0,114,2227.142954
4/15/19 0:00,4/16/19 0:00,198.672,0.992186047,0,155,2053
4/16/19 0:00,4/17/19 0:00,146.3748909,0.367849758,2,131,805
4/17/19 0:00,4/18/19 0:00,105.4081091,0.281480887,0,118,629
4/18/19 0:00,4/19/19 0:00,148.0568555,0.733931244,2,108,1632.881569
4/19/19 0:00,4/20/19 0:00,292.4211445,1.911641391,4,107,4323.041667
4/20/19 0:00,4/21/19 0:00,0,0.006590417,0,0,20
4/21/19 0:00,4/22/19 0:00,109.756,0.554689386,2,116,1221
4/22/19 0:00,4/23/19 0:00,226.827,1.460686498,6,134,3224
4/23/19 0:00,4/24/19 0:00,244.933,1.68254715,2,106,3724.772339
4/24/19 0:00,4/25/19 0:00,164.8097767,0.527916418,0,96,1140
4/25/19 0:00,4/26/19 0:00,171.3802233,1.090701369,2,127,2430.299329
4/26/19 0:00,4/27/19 0:00,0.031,0.027257698,0,85,72
4/27/19 0:00,4/28/19 0:00,130.75,0.569410979,2,99,1282
4/28/19 0:00,4/29/19 0:00,86.034,0.465222353,0,104,1030
4/29/19 0:00,4/30/19 0:00,0.014,0.022675672,0,89,71
4/30/19 0:00,5/1/19 0:00,367.234,2.539255095,2,203,5714
5/1/19 0:00,5/2/19 0:00,0.108,0.041079722,0,130,107
5/2/19 0:00,5/3/19 0:00,272.326,2.223136146,4,149,4961.431174
5/3/19 0:00,5/4/19 0:00,200.225,0.917034456,4,113,2014.366333
5/4/19 0:00,5/5/19 0:00,183.444,1.94333712,2,95,4549.808492
5/5/19 0:00,5/6/19 0:00,109.669,0.85327896,3,103,1958
5/6/19 0:00,5/7/19 0:00,171.58,0.96105818,2,119,2162
5/7/19 0:00,5/8/19 0:00,68.538,0.273824577,0,91,588
5/8/19 0:00,5/9/19 0:00,193.1859604,0.683990223,4,110,1506
5/9/19 0:00,5/10/19 0:00,5.659039647,0.089175396,2,84,215
5/10/19 0:00,5/11/19 0:00,114.888,0.59044213,2,126,1369
5/11/19 0:00,5/12/19 0:00,275.5975354,1.946917137,2,122,4296
5/12/19 0:00,5/13/19 0:00,18.4594646,0.032045311,0,90,97
5/13/19 0:00,5/14/19 0:00,122.251,0.617277315,2,117,1362
5/14/19 0:00,5/15/19 0:00,351.072,3.967415113,3,145,8747
5/15/19 0:00,5/16/19 0:00,286.3303178,2.695451383,3,122,6104.325649
5/16/19 0:00,5/17/19 0:00,509.346008,7.386309543,8,141,17003.69086
5/17/19 0:00,5/18/19 0:00,416.7106881,4.794678555,4,119,11259.78242
5/18/19 0:00,5/19/19 0:00,297.2499862,4.207045492,5,149,9914.199858
5/19/19 0:00,5/20/19 0:00,147.1571773,2.195102943,2,132,5118.559146
5/20/19 0:00,5/21/19 0:00,303.8274521,4.281350926,1,143,9994.796915
5/21/19 0:00,5/22/19 0:00,122.1433706,1.573298374,4,98,3928.328461
5/22/19 0:00,5/23/19 0:00,237.5506384,2.679982269,5,123,6211.293345
5/23/19 0:00,5/24/19 0:00,363.6309616,4.264324907,4,100,9880.619547
5/24/19 0:00,5/25/19 0:00,203.9757041,2.274533987,3,96,5354.972392
5/25/19 0:00,5/26/19 0:00,195.9986959,1.213374594,0,102,2792.332903
5/26/19 0:00,5/27/19 0:00,421.0917088,4.868880181,4,124,11219.26321
5/27/19 0:00,5/28/19 0:00,399.6083447,5.368596676,5,113,12439.12413
5/28/19 0:00,5/29/19 0:00,145.4319465,1.913513852,2,113,4424.879513
5/29/19 0:00,5/30/19 0:00,0,0.883263733,2,0,2284
5/30/19 0:00,5/31/19 0:00,0,2.66753472,6,0,6914.748532
5/31/19 0:00,6/1/19 0:00,0,2.719222292,2,0,7288.251468
6/1/19 0:00,6/2/19 0:00,0,3.206993582,5,0,8395
6/2/19 0:00,6/3/19 0:00,0,2.309506225,2,0,6001
6/3/19 0:00,6/4/19 0:00,0,1.512671361,4,0,4115
6/4/19 0:00,6/5/19 0:00,142.107,4.360521095,6,107,11339
6/5/19 0:00,6/6/19 0:00,299.5363153,3.548011889,4,158,8202.248392
6/6/19 0:00,6/7/19 0:00,340.5712317,3.123020009,0,128,7422.597196
6/7/19 0:00,6/8/19 0:00,304.9196689,2.772685915,1,119,6521.576602
6/8/19 0:00,6/9/19 0:00,456.2041346,5.327234511,1,158,12473.77698
6/9/19 0:00,6/10/19 0:00,629.9596598,6.272210502,41,129,14439.7359
6/10/19 0:00,6/11/19 0:00,253.9892745,2.134560776,6,117,5051.272976
6/11/19 0:00,6/12/19 0:00,297.0625301,3.066745308,6,115,7185.434935
6/12/19 0:00,6/13/19 0:00,231.8076443,2.167674376,1,177,5031.565065
6/13/19 0:00,6/14/19 0:00,305.1815857,2.917722965,3,117,6776.133598
6/14/19 0:00,6/15/19 0:00,236.4069551,1.713932759,1,100,3908.178454
6/15/19 0:00,6/16/19 0:00,189.077,2.737448315,2,126,6289
6/16/19 0:00,6/17/19 0:00,395.4317274,4.182378148,2,118,9556
6/17/19 0:00,6/18/19 0:00,79.80527257,1.270459864,0,146,2990.076122
6/18/19 0:00,6/19/19 0:00,46.75096125,2.46960019,1,98,7636.168091
6/19/19 0:00,6/20/19 0:00,367.7629621,4.581638298,3,161,10351.54548
6/20/19 0:00,6/21/19 0:00,371.5912431,3.77203009,0,160,8444.40681
6/21/19 0:00,6/22/19 0:00,499.4829709,7.492913003,1,144,17638.83463
6/22/19 0:00,6/23/19 0:00,469.1609748,5.16296588,0,127,11893.76012
6/23/19 0:00,6/24/19 0:00,481.7467615,5.238553943,4,111,11773
6/24/19 0:00,6/25/19 0:00,364.4351263,2.039768261,5,104,4851
6/25/19 0:00,6/26/19 0:00,166.8584696,0.969867746,1,105,2306
6/26/19 0:00,6/27/19 0:00,336.8668766,2.739442306,0,122,6164.385127
6/27/19 0:00,6/28/19 0:00,335.2626538,2.431156764,0,134,5558.614873
6/28/19 0:00,6/29/19 0:00,374.725,3.205615199,5,151,7441.543436
6/29/19 0:00,6/30/19 0:00,622.304,6.405630653,7,113,15312.40079
6/30/19 0:00,7/1/19 0:00,404.613,5.312083448,1,105,12562
7/1/19 0:00,7/2/19 0:00,369.438,4.421807494,2,126,10293.50577
7/2/19 0:00,7/3/19 0:00,387.026,4.030125754,4,121,9316.493097
7/3/19 0:00,7/4/19 0:00,432.858,3.859001055,2,107,8927.931777
